sinhala_exam,math_exam,sinhala_incorrect_ratio,math_incorrect_ratio,weakness
68,51,0.00319293585841679,0.1435190665874564,0
85,66,0.49059308901371174,0.3159067635083342,0
70,73,0.3170028515498057,0.26999268985792774,1
74,87,0.053490319413479204,0.380513951251014,0
49,80,0.4814960019294973,0.17093608301934304,1
99,54,0.46601405275500873,0.05125486399533963,0
43,59,0.3439428611504067,0.03391852955258595,0
66,56,0.38549214626606776,0.3542860023013147,0
93,40,0.028960230279399146,0.03734720887892701,0
57,89,0.4950741863753235,0.3380261285933772,0
51,75,0.3237868217009538,0.29719792961427266,1
51,46,0.03281307228700647,0.4107564737037205,0
86,54,0.40939282167854685,0.1262543748441911,0
62,65,0.07946914163837826,0.23426970838429217,0
43,56,0.05109680984685949,0.427104887230783,0
54,94,0.4129603828999483,0.1491872154949963,1
71,41,0.38641139000840224,0.11502684151571696,0
50,66,0.43402716126614643,0.48161832672006594,0
95,67,0.3656350334868428,0.4547622554739092,0
76,98,0.48226023613510427,0.3800470392190486,0
44,42,0.15597599524756522,0.16037137021906372,0
77,54,0.37291850601548215,0.10017957177435632,0
88,64,0.3574620201011238,0.2813751431716913,1
83,55,0.27161640289497907,0.07962286913963224,0
64,56,0.04558224520309584,0.07682901908055634,0
66,85,0.26517719686412805,0.008930946239159687,0
68,83,0.016263089745625958,0.4604239239078434,0
42,59,0.39826864548808816,0.24076117575627504,0
53,46,0.06259289610127522,0.3427826436144857,0
75,48,0.10026236335016836,0.24579727337071844,0
61,93,0.16296273197603744,0.2951319694428112,0
47,50,0.49217570370145197,0.07479032133378288,0
60,57,0.3402283131796626,0.19777254193998434,0
86,70,0.36094381396346753,0.32849192878224653,0
64,72,0.4763243190193585,0.4539093264923201,0
50,61,0.37458081955064154,0.07296103701757273,1
51,96,0.28545225092208215,0.00918381847027,1
93,61,0.1051747899594343,0.17300828382241978,0
79,71,0.47061875211619325,0.03620813607317075,1
72,72,0.4412667429098,0.04125426722021064,1
52,91,0.17890067546413568,0.16104735110966767,1
77,78,0.10042954493114709,0.34659697041134047,0
54,73,0.020591747639635838,0.3351927291772061,0
79,50,0.062109983364029675,0.44811065134251915,0
48,45,0.308302290931237,0.30647208743280296,0
80,89,0.46760090764972984,0.47367523131551936,0
67,59,0.16972509627140303,0.4074125568732561,0
46,50,0.4474083280302638,0.2737961880768681,0
97,61,0.22615914225915007,0.3217888475982625,0
80,99,0.36579476087766594,0.04081499101529479,1
93,51,0.12355161700507322,0.07977234005659417,0
84,90,0.10960699367902216,0.48793262790956565,0
75,84,0.09105895784434964,0.39484925357123957,0
94,71,0.2490978582265695,0.2776817754688156,0
57,58,0.11422737066564936,0.49816695802837097,0
80,98,0.32516284317346844,0.09977122546457257,1
74,68,0.20919989433382635,0.10178914017112134,0
46,51,0.08709666828912682,0.48039027574348847,0
97,63,0.21274666722403768,0.17296749627348146,0
83,59,0.2524224409465089,0.2716502616816442,0
90,71,0.2940291890450396,0.014697222878253646,0
73,75,0.4367116190408303,0.45035093200562926,0
45,78,0.1384138986175258,0.2961751642966811,1
93,51,0.19192357593389814,0.23290640351012426,0
60,54,0.11789604697960493,0.38800010351771475,0
75,87,0.30092769183100426,0.31627026661315305,0
53,53,0.2563076026029026,0.2065155873238485,0
77,84,0.21858269440841327,0.048696696276776086,0
86,53,0.2574086769648451,0.17961668469988284,0
41,78,0.08176193629251138,0.19554076832588035,1
96,67,0.12906671635056377,0.3283683322706461,0
40,79,0.2993569900500538,0.198329888171781,1
62,86,0.11733701913077554,0.4418548348303763,0
93,53,0.16544468149458597,0.22438878691570152,0
51,69,0.07287828412237585,0.22471691760686885,1
47,82,0.4742916774257169,0.12626389103770963,1
93,59,0.1896792949612119,0.3027690788224414,0
86,76,0.2667559626498478,0.3908951649225147,0
95,83,0.22318432325629278,0.43210808883708446,0
45,83,0.26995291975110625,0.01709388296957909,1
53,41,0.06148540426481336,0.1155654562138233,0
65,68,0.32000148341845686,0.11235058848634,1
76,92,0.044277792111620695,0.05165447856200783,0
90,53,0.3441039329332977,0.1986894942322005,0
89,63,0.34298386799149205,0.008689895092739819,1
64,89,0.4865488740351732,0.290056114847734,1
95,86,0.26086502331810657,0.17132674406045767,0
77,59,0.06287075590332442,0.06635732690963869,0
91,55,0.46990989596342086,0.3664494591706709,0
47,89,0.09417454188280072,0.3654147374354382,0
68,71,0.11728064666741433,0.4816734164101995,0
86,73,0.3308161751855734,0.4893156437002652,0
82,49,0.008757995431031118,0.12207364521118713,0
65,47,0.43230441797751834,0.3842596822618956,0
66,47,0.3977551858482016,0.45933889849675213,0
40,58,0.4704376781690324,0.4134194418559387,0
87,44,0.2885926183558741,0.17428683362098524,0
41,89,0.3024769613452704,0.15905577680905975,1
72,80,0.49666846867931425,0.37621388130778627,0
92,52,0.14434279776531905,0.05455481588287486,0
73,77,0.16351658078161935,0.33379669278179236,0
45,73,0.3811425673883079,0.39890682442931724,0
58,84,0.4089171080875108,0.06010452768530422,1
93,46,0.0028793302490607853,0.16229291495013515,0
51,97,0.1980863458046277,0.3477336033449311,0
99,68,0.22434681131126533,0.11877206543716373,0
88,74,0.11363481363157574,0.03659796188422182,0
74,47,0.3341063992775081,0.30974517300480725,0
85,48,0.1898928900896149,0.4316668247859126,0
87,41,0.23959093881486548,0.012821032903217844,0
65,64,0.19009780939292853,0.19941139044845024,0
76,54,0.26680127336343923,0.3039525463967223,0
87,62,0.40649286935804674,0.3590615381132472,0
98,82,0.009116291338180815,0.09788899284177305,0
94,55,0.3237373570773015,0.44901527447499345,0
64,75,0.4635172723981533,0.030133695144780426,1
60,52,0.1758113436198172,0.05071041422460826,0
43,87,0.26154236229089234,0.33504801730547085,0
68,86,0.2661301066695201,0.29046602663139887,0
81,75,0.35881789295431477,0.1999526034020781,1
52,43,0.41158700779783014,0.26124052025805916,0
46,70,0.4297078966402946,0.3998905477120108,0
70,46,0.14763914461015504,0.39670362907391865,0
81,95,0.4814634376187899,0.24177282335996236,1
46,93,0.2751132710781309,0.021706266427409582,1
81,86,0.4757016711033285,0.3008059100731656,0
93,60,0.4421032316742039,0.11403988597446624,1
48,54,0.30549049442549586,0.20551423490335236,0
81,47,0.38497235012583947,0.2783185289683586,0
66,76,0.15103025091739752,0.36597903379281727,0
75,99,0.3357123347653072,0.4047649878842209,0
58,75,0.07485198397847886,0.211972406456651,1
44,86,0.1176177924009924,0.4346298123255263,0
72,94,0.26767905092133043,0.08922298261388606,0
76,54,0.11512308421393497,0.10309308225921321,0
50,49,0.1284419238228574,0.31600774301020923,0
96,64,0.49389276010744365,0.06821987627836656,1
60,57,0.20215938405214606,0.21409980746280738,0
78,80,0.3462180756621848,0.49562799685109415,0
99,85,0.05205482469208317,0.3621694085643706,0
81,71,0.13708033327990293,0.0397096844944933,0
79,76,0.44709543733205914,0.09593366235937145,1
47,72,0.11332820111349401,0.17749815291596865,1
43,52,0.2595298954541352,0.03380628179610745,0
44,83,0.11685604095521651,0.2700059573022553,1
77,47,0.3254386845235971,0.26647889327566765,0
97,42,0.0951624314095339,0.026169437893254155,0
83,41,0.181472135922996,0.4977402453521285,0
62,69,0.1667847747361002,0.2902375033583373,0
97,75,0.4808328679774066,0.31748002279551657,0
86,96,0.08523896908695877,0.20473892650260195,0
69,96,0.4109032219505434,0.0006183398797047213,1
55,51,0.49061818717215194,0.2374432717531093,0
69,84,0.05991450100882317,0.4870823143140078,0
93,44,0.36859011250362156,0.3842999023942542,0
40,96,0.33577922180651865,0.046464572189694964,1
61,57,0.3939509941461325,0.4323430960167701,0
92,55,0.2534192159102413,0.07965201030949015,0
53,75,0.1515641779726643,0.13155628495542143,1
41,80,0.04382137338191927,0.4684789115155314,0
48,40,0.15276215532901177,0.1984907585371417,0
62,65,0.30029716668030865,0.2578397138482489,1
74,61,0.24848174145291513,0.49607900741165634,0
76,91,0.1042552571786679,0.46529760732195813,0
81,77,0.4087248542455958,0.19031164673829004,1
63,81,0.4340283450537252,0.4029627000588106,0
55,46,0.1523395695490204,0.04045964152562609,0
60,74,0.08676225749325434,0.34747554445123086,0
57,53,0.48780510042995745,0.320486038672666,0
64,41,0.06626233637092421,0.4310072411363113,0
75,70,0.24353095940946795,0.3031264688754887,0
93,85,0.08741931363020627,0.2512830382317212,0
80,45,0.07318699608112456,0.18376721114576572,0
47,60,0.012905953474743492,0.06758314457741138,1
43,84,0.2747647679475085,0.48291108057661,0
71,67,0.1559080665426298,0.25307093142012205,0
57,68,0.052832342130871957,0.3204131573451031,0
68,82,0.3097939774489148,0.3251005461990767,0
58,70,0.03067481355533408,0.3903807930342199,0
49,64,0.029081897752737895,0.4974331585848836,0
70,95,0.14867752411841945,0.2151685887544606,0
48,74,0.037314907168540856,0.3913480203720746,0
85,90,0.0888831939256241,0.34580902778465966,0
72,43,0.31659481300673203,0.11444730242330681,0
76,78,0.11040131489281957,0.08687629783114725,0
75,99,0.4240079426247007,0.3621587348383306,0
76,91,0.2023992145425999,0.32703789768599906,0
74,46,0.26275231098432,0.24081742326743116,0
46,76,0.1935393801678154,0.4819111377411755,0
94,41,0.06690186813974436,0.20929031081196764,0
77,54,0.29107411488998614,0.34048741361912227,0
95,78,0.30947409650386076,0.16175019745573688,1
65,89,0.3146494030053681,0.09942813888764795,1
76,84,0.021316604643516368,0.18570428382507037,0
88,99,0.323045061731254,0.24966691748930914,1
94,92,0.2441205685108891,0.07502433234699213,0
91,87,0.3686785386938998,0.23800906468438326,1
80,68,0.19723813928501766,0.22972338420299332,0
60,81,0.4460423444701172,0.47766734325196414,0
56,95,0.15770344787400636,0.3440673530432711,0
